"Patient","No benefits","Responder","TIDE","IFNG","MSI Expr Sig","Merck18","CD274","CD8","CTL.flag","Dysfunction","Exclusion","MDSC","CAF","TAM M2"
"TCGA-49-6767-01","False","True","-0.75","2.30","0.35","1.08","1.65","1.00","True","-0.75","0.64","0.13","-0.02","-0.05"
"TCGA-55-1592-01","False","True","-0.75","-0.38","0.42","-0.42","-0.29","-0.89","False","-0.89","-0.75","-0.07","-0.03","0.03"
"TCGA-69-8255-01","False","True","-0.78","1.26","0.70","0.76","-0.32","1.78","True","-0.78","-1.93","0.02","-0.21","0.01"
"TCGA-86-8358-01","False","True","-0.78","0.03","0.65","-0.06","-0.46","0.73","True","-0.78","1.29","0.12","-0.05","0.04"
"TCGA-44-6146-01","False","True","-0.81","-1.40","0.70","-1.01","-1.19","-0.99","False","-0.36","-0.81","-0.03","-0.06","0.01"
"TCGA-49-4486-01","False","True","-0.83","-1.88","0.95","-1.58","-2.06","-1.27","False","-1.99","-0.83","-0.01","-0.16","0.09"
"TCGA-78-7536-01","False","True","-0.83","0.80","0.56","0.08","-0.76","-0.09","False","-2.51","-0.83","0.05","-0.14","-0.00"
"TCGA-50-8460-01","False","True","-0.84","-1.10","0.49","-0.19","-0.75","-0.22","False","2.06","-0.84","-0.10","-0.02","0.05"
"TCGA-49-4506-01","False","True","-0.85","0.04","0.97","-0.00","-1.52","1.66","True","-0.85","-0.75","0.05","-0.12","-0.01"
"TCGA-62-A472-01","False","True","-0.86","0.58","0.83","0.36","1.53","0.86","True","-0.86","-1.15","0.03","-0.13","-0.02"
"TCGA-55-7724-01","False","True","-0.86","0.77","0.41","0.06","0.07","0.24","False","-0.59","-0.86","-0.08","0.01","0.00"
"TCGA-44-3919-01","False","True","-0.87","1.36","0.54","0.97","1.07","1.15","False","1.79","-0.87","-0.08","0.02","-0.03"
"TCGA-44-7669-01","False","True","-0.87","0.51","0.64","0.40","0.30","0.38","True","-0.87","-0.05","0.06","-0.07","-0.00"
"TCGA-55-7573-01","False","True","-0.93","0.48","0.52","0.29","-0.35","0.02","False","1.53","-0.93","-0.15","0.04","0.02"
"TCGA-69-A59K-01","False","True","-0.94","0.40","0.69","0.47","3.26","0.45","False","0.34","-0.94","-0.01","-0.06","-0.02"
"TCGA-55-A492-01","False","True","-0.94","-1.95","0.49","-1.24","-2.14","-1.56","False","-0.07","-0.94","-0.05","-0.11","0.08"
"TCGA-55-6543-01","False","True","-1.00","-0.07","0.74","-0.21","0.56","-0.98","False","0.56","-1.00","-0.10","0.05","-0.03"
"TCGA-78-7163-01","False","True","-1.02","-0.62","0.84","-0.24","0.24","-0.28","False","-1.09","-1.02","0.02","-0.13","0.01"
"TCGA-44-A47A-01","False","True","-1.03","0.18","0.73","0.24","0.34","-0.45","False","0.55","-1.03","-0.04","-0.09","0.03"
"TCGA-55-7903-01","False","True","-1.04","1.03","0.82","0.53","1.78","0.42","True","-1.04","-0.96","0.06","-0.14","-0.03"
"TCGA-50-7109-01","False","True","-1.04","0.79","0.44","0.19","-0.94","0.46","True","-1.04","-0.04","0.02","-0.01","0.00"
"TCGA-97-A4M5-01","False","True","-1.05","-0.26","0.52","0.05","0.07","-0.68","False","2.15","-1.05","-0.13","0.02","0.01"
"TCGA-97-8172-01","False","True","-1.05","-0.18","0.53","0.40","-0.52","0.77","False","2.47","-1.05","-0.17","0.04","0.04"
"TCGA-73-4677-01","False","True","-1.07","-1.09","0.87","-0.53","-0.87","-0.12","False","-1.14","-1.07","-0.12","-0.05","0.06"
"TCGA-67-3774-01","False","True","-1.10","0.48","0.71","0.42","-0.44","-0.16","False","1.15","-1.10","-0.11","0.02","-0.01"
"TCGA-73-4662-01","False","True","-1.12","-0.07","0.67","0.35","0.92","0.51","False","0.24","-1.12","-0.10","-0.02","0.00"
"TCGA-50-5066-01","False","True","-1.13","1.38","0.92","0.62","-0.17","2.08","True","-1.13","0.35","0.02","0.03","-0.01"
"TCGA-50-6597-01","False","True","-1.13","-0.00","0.13","0.09","-0.94","-0.30","False","1.14","-1.13","-0.03","-0.08","0.01"
"TCGA-49-AAQV-01","False","True","-1.16","0.02","0.46","-0.02","0.18","-0.12","False","0.53","-1.16","0.04","-0.14","-0.02"
"TCGA-55-7727-01","False","True","-1.18","0.60","0.77","-0.05","0.36","0.24","False","-2.25","-1.18","-0.01","-0.12","0.00"
"TCGA-49-4514-01","False","True","-1.18","-0.69","0.10","-0.77","-2.15","-0.29","False","0.04","-1.18","0.05","-0.19","0.03"
"TCGA-49-AAR0-01","False","True","-1.18","-0.16","0.31","0.00","-0.69","-0.16","False","2.30","-1.18","-0.04","-0.09","0.03"
"TCGA-44-6775-01","False","True","-1.19","0.24","0.44","-0.70","1.12","-0.73","False","-1.85","-1.19","-0.09","-0.00","-0.01"
"TCGA-62-A470-01","False","True","-1.19","-1.25","0.41","-1.26","-0.77","-1.45","False","-1.56","-1.19","-0.04","-0.14","0.07"
"TCGA-44-2662-01","False","True","-1.20","-0.08","0.48","-0.91","2.42","-1.09","False","-1.88","-1.20","-0.07","0.02","-0.04"
"TCGA-67-3770-01","False","True","-1.20","0.52","0.96","-0.06","-0.94","-0.19","False","-0.81","-1.20","-0.09","-0.05","0.04"
"TCGA-73-7499-01","False","True","-1.21","2.44","0.78","1.36","0.03","2.21","True","-1.21","-0.87","0.03","-0.10","-0.01"
"TCGA-86-A4JF-01","False","True","-1.21","0.72","0.63","0.37","1.58","-0.00","False","-0.45","-1.21","0.04","-0.10","-0.07"
"TCGA-55-A4DG-01","False","True","-1.21","-0.31","0.39","-0.12","-0.65","0.45","False","-0.02","-1.21","-0.07","-0.08","0.05"
"TCGA-55-8512-01","False","True","-1.22","-1.86","0.73","-0.93","-0.62","0.24","False","1.24","-1.22","-0.08","-0.03","0.01"
"TCGA-55-8514-01","False","True","-1.24","-1.10","0.26","-0.93","-0.48","-1.88","False","1.07","-1.24","-0.03","-0.09","0.00"
"TCGA-49-AARR-01","False","True","-1.26","-0.93","0.50","0.09","0.31","0.53","False","2.57","-1.26","-0.12","0.02","-0.01"
"TCGA-75-6212-01","False","True","-1.27","-0.89","0.77","-0.26","-0.50","-1.47","False","0.60","-1.27","-0.15","-0.03","0.06"
"TCGA-44-6147-01","False","True","-1.27","0.48","0.20","-0.62","0.46","0.10","False","-1.49","-1.27","-0.10","0.00","-0.00"
"TCGA-67-4679-01","False","True","-1.29","-0.89","0.48","-0.38","-0.30","-0.08","False","0.43","-1.29","-0.15","-0.02","0.05"
"TCGA-MP-A4T7-01","False","True","-1.29","-0.69","0.72","-0.51","-0.82","-0.81","False","0.47","-1.29","0.01","-0.11","-0.02"
"TCGA-49-AARQ-01","False","True","-1.31","-0.02","0.15","-0.38","-1.33","0.29","False","0.06","-1.31","0.06","-0.17","-0.00"
"TCGA-80-5611-01","False","True","-1.32","1.95","0.77","0.90","0.06","-0.52","False","-1.43","-1.32","0.01","-0.09","-0.05"
"TCGA-93-A4JP-01","False","True","-1.37","0.82","0.46","0.30","0.54","-0.91","False","0.76","-1.37","-0.09","-0.01","-0.02"
"TCGA-50-8457-01","False","True","-1.41","-0.17","0.37","0.36","-0.84","0.69","False","2.79","-1.41","-0.17","0.02","0.04"
"TCGA-67-6216-01","False","True","-1.42","-0.58","0.86","0.08","0.39","0.19","False","0.98","-1.42","-0.08","-0.07","-0.00"
"TCGA-44-3917-01","False","True","-1.43","0.50","0.36","-0.72","0.48","-0.21","False","-2.18","-1.43","-0.04","-0.10","0.02"
"TCGA-67-6215-01","False","True","-1.44","-1.10","0.83","-0.93","-0.97","-1.71","False","-1.06","-1.44","-0.05","-0.13","0.04"
"TCGA-86-8056-01","False","True","-1.44","-0.26","0.69","-0.13","0.05","-0.25","False","-0.56","-1.44","-0.12","-0.04","0.01"
"TCGA-55-6970-01","False","True","-1.45","0.93","0.80","0.51","0.47","0.26","False","-1.51","-1.45","-0.05","-0.07","-0.03"
"TCGA-97-A4M7-01","False","True","-1.50","0.39","0.19","0.54","0.40","0.06","False","2.50","-1.50","-0.13","-0.01","0.00"
"TCGA-95-7947-01","False","True","-1.52","0.86","0.64","0.53","0.23","0.25","False","-0.98","-1.52","0.00","-0.15","-0.01"
"TCGA-05-4384-01","False","True","-1.56","-1.04","0.66","-0.57","-0.74","-0.95","False","0.23","-1.56","-0.16","-0.01","0.03"
"TCGA-62-8397-01","False","True","-1.60","-2.75","0.37","-1.59","-1.51","-1.86","False","1.16","-1.60","-0.13","-0.07","0.07"
"TCGA-86-8669-01","False","True","-1.61","-0.54","0.26","-0.12","-0.45","-0.29","False","-0.07","-1.61","-0.08","-0.08","0.02"
"TCGA-67-6217-01","False","True","-1.62","0.49","0.49","0.54","-0.45","0.91","False","1.20","-1.62","-0.14","-0.03","0.02"
"TCGA-49-AAR2-01","False","True","-1.64","-1.32","0.11","-0.84","-2.08","-0.75","False","1.60","-1.64","0.02","-0.19","0.02"
"TCGA-97-A4M6-01","False","True","-1.70","1.32","0.46","1.04","0.51","0.19","False","2.39","-1.70","-0.13","0.02","-0.05"
"TCGA-05-4403-01","False","True","-1.72","-0.17","0.91","-0.12","-0.69","-0.84","False","1.64","-1.72","-0.11","-0.03","-0.01"
"TCGA-67-3773-01","False","True","-1.74","0.86","0.94","0.41","0.30","0.52","False","0.05","-1.74","-0.13","-0.02","-0.01"
"TCGA-62-A46S-01","False","True","-1.76","-0.34","0.35","-0.40","-0.69","-0.52","False","-0.27","-1.76","-0.08","-0.09","0.02"
"TCGA-97-A4M1-01","False","True","-1.78","-0.59","0.56","-0.10","-0.07","-0.38","False","1.47","-1.78","-0.15","-0.07","0.05"
"TCGA-62-A46R-01","False","True","-1.79","-0.60","0.51","-0.40","0.08","0.62","False","-0.73","-1.79","-0.08","-0.09","0.02"
"TCGA-38-4626-01","False","True","-1.80","-0.47","0.59","-0.08","0.79","-0.29","False","1.81","-1.80","-0.24","0.13","-0.05"
"TCGA-44-7659-01","False","True","-1.81","-1.08","0.82","-0.52","-0.09","-0.75","False","-0.07","-1.81","-0.09","-0.09","0.01"
"TCGA-05-5423-01","False","True","-1.87","0.02","0.93","0.10","-0.47","0.14","False","-0.84","-1.87","-0.13","-0.08","0.02"
"TCGA-44-5645-01","False","True","-1.97","-0.42","0.45","-0.78","0.59","-1.43","False","-1.03","-1.97","-0.14","-0.06","0.02"
"TCGA-O1-A52J-01","False","True","-2.01","-0.85","0.26","-0.04","-0.42","-1.10","False","1.52","-2.01","-0.14","-0.04","0.00"
"TCGA-38-A44F-01","False","True","-2.04","0.66","0.63","0.53","-0.18","0.08","False","3.01","-2.04","-0.14","-0.03","-0.02"
"TCGA-55-7284-01","False","True","-2.05","-0.32","0.51","-0.01","0.12","0.27","False","1.53","-2.05","-0.14","-0.02","-0.03"
"TCGA-78-7540-01","False","True","-2.13","-1.96","0.51","-1.15","-0.90","-1.44","False","0.98","-2.13","-0.08","-0.12","0.00"
"TCGA-91-8497-01","False","True","-2.20","-0.94","0.43","0.06","-0.36","-0.41","False","3.65","-2.20","-0.20","-0.04","0.05"
"TCGA-05-4415-01","False","True","-2.30","0.25","0.84","-0.01","-0.25","0.56","True","-2.30","1.49","0.18","-0.03","-0.01"
"TCGA-69-8254-01","False","True","-2.34","0.23","0.50","0.33","-0.05","-0.38","False","1.31","-2.34","-0.10","-0.09","-0.02"
"TCGA-NJ-A55O-01","False","True","-2.35","-0.65","0.54","-0.57","0.46","-1.10","False","1.28","-2.35","-0.12","-0.11","0.01"
"TCGA-97-8552-01","False","True","-2.37","-0.80","0.45","-0.24","-0.61","-0.80","False","2.61","-2.37","-0.19","-0.06","0.04"
"TCGA-44-2656-01","False","True","-2.40","1.41","0.44","0.32","2.66","1.18","False","-1.21","-2.40","-0.12","-0.06","-0.03"
"TCGA-91-6849-01","False","True","-2.42","-0.88","0.66","-0.20","-1.19","0.03","False","0.37","-2.42","-0.19","-0.03","0.00"
"TCGA-78-7220-01","False","True","-2.47","-0.34","0.71","-0.43","-0.53","0.68","True","-2.47","0.79","0.12","-0.06","0.01"
"TCGA-MP-A4SW-01","False","True","-2.47","-0.78","0.61","-0.15","-0.25","-0.63","False","1.82","-2.47","-0.12","-0.10","-0.01"
"TCGA-MP-A4T6-01","False","True","-2.48","-0.15","0.31","0.27","-0.56","-0.16","False","1.62","-2.48","-0.05","-0.18","0.01"
"TCGA-62-A46Y-01","False","True","-2.57","0.35","0.77","0.42","1.47","0.34","False","0.52","-2.57","-0.10","-0.15","0.01"
"TCGA-86-A456-01","False","True","-2.64","0.11","0.67","0.29","1.27","-0.45","False","0.86","-2.64","-0.13","-0.01","-0.10"
"TCGA-55-8621-01","False","True","-2.70","0.91","0.57","0.92","1.29","0.07","False","3.81","-2.70","-0.21","0.02","-0.05"
"TCGA-MP-A4TH-01","False","True","-2.70","0.01","0.37","0.51","-0.27","0.73","False","3.16","-2.70","-0.20","-0.08","0.04"
"TCGA-91-8496-01","False","True","-2.71","-0.96","0.93","-0.37","-0.10","-0.39","False","-0.17","-2.71","-0.19","-0.09","0.03"
"TCGA-55-7725-01","False","True","-2.83","0.96","0.74","0.30","0.55","0.34","False","-1.62","-2.83","-0.10","-0.16","-0.00"
"TCGA-55-8206-01","False","True","-2.89","-0.98","0.39","-0.20","-0.21","-1.16","False","1.34","-2.89","-0.26","-0.04","0.03"
"TCGA-97-A4M0-01","False","True","-2.90","0.40","0.57","0.75","0.34","1.13","False","1.22","-2.90","-0.12","-0.12","-0.04"
"TCGA-05-4422-01","False","True","-3.25","0.84","0.84","0.72","-0.51","1.75","False","0.02","-3.25","-0.11","-0.22","0.02"
"TCGA-J2-A4AE-01","False","True","-3.36","-0.09","0.79","-0.09","0.17","-0.07","False","0.46","-3.36","-0.10","-0.18","-0.03"
"TCGA-55-8513-01","False","True","-3.48","-0.22","0.66","0.12","0.52","-0.99","False","2.75","-3.48","-0.25","-0.05","-0.03"
"TCGA-69-8453-01","False","True","-3.55","0.63","0.59","0.66","0.08","0.37","False","3.24","-3.55","-0.21","-0.06","-0.06"
"TCGA-91-A4BD-01","False","True","-3.56","-0.99","0.81","-0.72","-1.09","-1.49","False","0.70","-3.56","-0.14","-0.21","0.02"
"TCGA-05-4433-01","False","True","-3.62","0.48","0.57","0.50","-0.31","0.58","False","1.47","-3.62","-0.14","-0.15","-0.05"
"TCGA-55-8619-01","False","True","-3.68","-0.42","0.35","0.38","-0.26","0.72","False","4.25","-3.68","-0.23","-0.07","-0.03"
"TCGA-L4-A4E6-01","False","True","-4.10","0.05","0.36","0.14","0.23","-0.48","False","3.02","-4.10","-0.34","-0.00","-0.03"
"TCGA-97-A4M2-01","False","True","-4.69","0.40","0.62","0.69","0.59","0.68","False","3.32","-4.69","-0.31","-0.11","0.00"
"TCGA-55-7728-01","False","True","-5.06","-0.52","0.21","-0.02","-0.07","-0.32","False","3.62","-5.06","-0.23","-0.19","-0.04"
""
